title,show_id,type,release_year,primary_country,genres_str,rating,date_added,date_added_year,date_added_month,director_primary,cast_primary,metadata
Fake or Fortune?,s6733,Tv Show,2015,United Kingdom,British TV Shows|Crime TV Shows|Docuseries,TV-G,2019-07-26,2019,7,,Fiona Bruce,Fake or Fortune? | Fiona Bruce and Philip Mould use investigative skills and scientific techniques to determine if paintings are real or just impressive forgeries. | British TV Shows|Crime TV Shows|Docuseries | Fiona Bruce | United Kingdom
Fakta Ladh Mhana,s6734,Movie,2011,India,Action & Adventure|Dramas|International Movies,TV-14,2018-02-15,2018,2,Sanjay Jadhav,Sachin Khedekar,"Fakta Ladh Mhana | A young man enlists the help of his friends to avenge his uncle's death by taking on a powerful, unscrupulous politician. | Action & Adventure|Dramas|International Movies | Sanjay Jadhav | Sachin Khedekar | India"
Fall Girls,s6735,Movie,2019,United States,Comedies,TV-14,2020-01-01,2020,1,Chris Stokes,Amara La Negra,"Fall Girls | Following a night of hard partying that left their tycoon boss dead, four women try to keep it a secret in hopes of closing a billion-dollar deal. | Comedies | Chris Stokes | Amara La Negra | United States"
Fallen,s6736,Movie,1998,United States,Thrillers,R,2019-11-01,2019,11,Gregory Hoblit,Denzel Washington,Fallen | A tough homicide cop faces his most dangerous assignment when he must stop a murderous evil spirit who can move from one host to the next. | Thrillers | Gregory Hoblit | Denzel Washington | United States
Familiye,s6737,Movie,2017,Germany,Dramas|Independent Movies|International Movies,TV-MA,2019-05-01,2019,5,Sedat Kirtan,Kubilay Sarikaya,"Familiye | An ex-con struggles to take care of his two brothers, a gambling addict and a young man with Down syndrome, after being released from prison. | Dramas|Independent Movies|International Movies | Sedat Kirtan | Kubilay Sarikaya | Germany"
Famous in Ahmedabad,s6738,Movie,2015,India,Documentaries|International Movies,TV-14,2016-12-15,2016,12,Hardik Mehta,,Famous in Ahmedabad | Follow an 11-year-old boy as he goes from ordinary child to colorful competitor in his quest for a big win at India���s biggest kite-flying festival. | Documentaries|International Movies | Hardik Mehta | India
Fanatic,s6739,Movie,2019,United States,Thrillers,TV-14,2019-08-24,2019,8,Keith L. Smith,Denyce Lawton,"Fanatic | When a successful young rap star has an affair with an obsessive fan, his life is turned upside down when she kidnaps him. | Thrillers | Keith L. Smith | Denyce Lawton | United States"
Fandry,s6740,Movie,2014,India,Dramas|Independent Movies|International Movies,NR,2018-01-01,2018,1,Nagraj Manjule,Somnath Awghade,"Fandry | Spunky, lower-caste lad Jabya falls for lovely, upper-caste Shalu. But his family's derided social position proves a stubborn stumbling block to love. | Dramas|Independent Movies|International Movies | Nagraj Manjule | Somnath Awghade | India"
Farce,s6741,Movie,2017,Egypt,Comedies|International Movies,TV-MA,2019-06-06,2019,6,Shadi Ali,Ahmed Fathy,"Farce | A beauty expert, a drug dealer and a bungling revolutionary end up in the grips of an extremist group after meeting on a plane to Lebanon. | Comedies|International Movies | Shadi Ali | Ahmed Fathy | Egypt"
Fatal Destiny,s6742,Tv Show,2016,Unknown,Crime TV Shows|International TV Shows|TV Action & Adventure,TV-MA,2018-07-13,2018,7,,Arucha Tosawat,Fatal Destiny | A young man from a humble family is drawn into a life of crime ��� and soon confronts a determined cop in hot pursuit. | Crime TV Shows|International TV Shows|TV Action & Adventure | Arucha Tosawat | Unknown
Father Brown,s6743,Tv Show,2017,United Kingdom,British TV Shows|Crime TV Shows|TV Dramas,TV-14,2018-03-31,2018,3,Ian Barber,Mark Williams,"Father Brown | A modest, compassionate priest doubles as an effective crime solver in this series based on the short stories by G.K. Chesterton. | British TV Shows|Crime TV Shows|TV Dramas | Ian Barber | Mark Williams | United Kingdom"
Fear and Loathing in Las Vegas,s6744,Movie,1998,United States,Comedies|Cult Movies|Dramas,R,2019-11-01,2019,11,Terry Gilliam,Johnny Depp,Fear and Loathing in Las Vegas | A sportswriter and his Samoan lawyer embark on a hallucinogenic three-day romp from Los Angeles to Las Vegas in this counterculture cult favorite. | Comedies|Cult Movies|Dramas | Terry Gilliam | Johnny Depp | United States
Fear Files... Har Mod Pe Darr,s6745,Tv Show,2015,India,International TV Shows|TV Horror|TV Thrillers,TV-MA,2017-06-01,2017,6,,,"Fear Files... Har Mod Pe Darr | Possessed lovers, witches, haunted houses and more bring tales of horror to the screen in this anthology series. | International TV Shows|TV Horror|TV Thrillers | India"
Feel Rich,s6746,Movie,2017,United States,Documentaries,TV-MA,2017-08-23,2017,8,Peter Spirer,Quincy Jones,"Feel Rich | Talking squarely to the hip-hop generation, musicians, athletes and others outline the benefits of exercise, a healthy diet and spiritual wellness. | Documentaries | Peter Spirer | Quincy Jones | United States"
Fiddler on the Roof,s6747,Movie,1971,United States,Classic Movies|Dramas|Music & Musicals,G,2020-07-01,2020,7,Norman Jewison,Topol,"Fiddler on the Roof | This adaptation of the musical chronicles the trials of a Jewish peasant, his wife, and their three strong-willed daughters in pre-revolutionary Russia. | Classic Movies|Dramas|Music & Musicals | Norman Jewison | Topol | United States"
Fifty,s6748,Movie,2015,Nigeria,Dramas|International Movies,NR,2015-12-28,2015,12,Biyi Bandele,Dakore Akande,"Fifty | In Lagos, Nigeria, four successful women on the verge of 50 take stock of their lives and loves over the course of one week. | Dramas|International Movies | Biyi Bandele | Dakore Akande | Nigeria"
Figaro Pho,s6749,Movie,2008,United Kingdom,Children & Family Movies|Comedies,TV-Y7,2016-09-01,2016,9,Luke Jurevicius,Luke Jurevicius,Figaro Pho | Quirky little Figaro has a whole alphabet's worth of phobias. These wordless animated shorts follow his many fears from A to Z. | Children & Family Movies|Comedies | Luke Jurevicius | Luke Jurevicius | United Kingdom
Figures of Speech,s6750,Movie,2016,United States,Documentaries,TV-PG,2016-12-21,2016,12,Ari Levinson,Chris Pine,"Figures of Speech | In this documentary, passionate high schoolers travel the country and come of age during a turbulent yearlong prep for a national speech competition. | Documentaries | Ari Levinson | Chris Pine | United States"
Filinta,s6751,Tv Show,2015,Turkey,Crime TV Shows|International TV Shows|TV Action & Adventure,TV-14,2017-04-15,2017,4,,Onur Tuna,"Filinta | In 19th-century Istanbul, a young police officer investigates crimes and falls in love with the daughter of a wealthy merchant conspiring against him. | Crime TV Shows|International TV Shows|TV Action & Adventure | Onur Tuna | Turkey"
Filmworker,s6752,Movie,2017,United States,Documentaries,TV-MA,2018-11-01,2018,11,Tony Zierra,Leon Vitali,Filmworker | Leon Vitali had a thriving acting career most others would envy. Then he gave it all up to devote himself completely to the vision of Stanley Kubrick. | Documentaries | Tony Zierra | Leon Vitali | United States
Filosofi Kopi The Movie,s6753,Movie,2015,Indonesia,Dramas|International Movies,TV-PG,2018-10-11,2018,10,Angga Dwimas Sasongko,Chicco Jerikho,Filosofi Kopi The Movie | The level-headed owner of a struggling coffee shop finds his future at risk when his partner ��� a talented but cocky barista ��� makes a major bet. | Dramas|International Movies | Angga Dwimas Sasongko | Chicco Jerikho | Indonesia
Final Destination,s6754,Movie,2000,United States,Cult Movies|Horror Movies|Thrillers,R,2020-01-01,2020,1,James Wong,Devon Sawa,"Final Destination | After narrowly avoiding a fatal plane explosion, a group of seemingly lucky teen classmates finds that Death is not so easily cheated. | Cult Movies|Horror Movies|Thrillers | James Wong | Devon Sawa | United States"
Final Destination 2,s6755,Movie,2003,United States,Horror Movies|Thrillers,R,2020-01-01,2020,1,David R. Ellis,Ali Larter,"Final Destination 2 | On a road trip with friends, Kimberly has a premonition that saves everyone from a freak accident. More terrifying visions prompt her to seek help. | Horror Movies|Thrillers | David R. Ellis | Ali Larter | United States"
Final Destination 3,s6756,Movie,2006,United States,Horror Movies,R,2020-01-01,2020,1,James Wong,Mary Elizabeth Winstead,"Final Destination 3 | When a girl prevents her premonition of a deadly roller-coaster mishap from coming true, the survivors must face the consequences of cheating death. | Horror Movies | James Wong | Mary Elizabeth Winstead | United States"
Fire at Sea,s6757,Movie,2016,Italy,Documentaries|International Movies,TV-14,2017-03-21,2017,3,Gianfranco Rosi,Samuele Caruana,"Fire at Sea | Heartbreak, hope and nostalgia collide in this complex portrait of Lampedusa, a Mediterranean island where thousands of migrants land each year. | Documentaries|International Movies | Gianfranco Rosi | Samuele Caruana | Italy"
Fireflies,s6758,Movie,2013,India,Dramas|Independent Movies|International Movies,TV-MA,2019-04-24,2019,4,Sabal Singh Shekawat,Rahul Khanna,"Fireflies | Grappling with love and loss in their respective lives, two estranged brothers must confront their traumatic, unresolved past when they cross paths. | Dramas|Independent Movies|International Movies | Sabal Singh Shekawat | Rahul Khanna | India"
First Impression,s6759,Movie,2018,United States,Comedies|Romantic Movies,TV-14,2019-05-17,2019,5,Arthur Muhammad,Lamman Rucker,"First Impression | Unaware they���ve matched online, a struggling writer embellishes his lifestyle to impress a successful exec with whom he sparks an unexpected romance. | Comedies|Romantic Movies | Arthur Muhammad | Lamman Rucker | United States"
First Kill,s6760,Movie,2017,United Kingdom,Action & Adventure,R,2019-09-01,2019,9,Steven C. Miller,Hayden Christensen,"First Kill | A stock broker brings his young son back to the town where he grew up for a hunting trip, but things take a dangerous turn when they witness a crime. | Action & Adventure | Steven C. Miller | Hayden Christensen | United Kingdom"
FirstBorn,s6761,Movie,2016,United Kingdom,Horror Movies|International Movies,TV-MA,2017-03-31,2017,3,Nirpal Bhogal,Antonia Thomas,FirstBorn | A young couple fights supernatural foes in an attempt to save their daughter from the dark and mysterious forces that follow her every move. | Horror Movies|International Movies | Nirpal Bhogal | Antonia Thomas | United Kingdom
Fishpeople,s6762,Movie,2017,Unknown,Documentaries|Sports Movies,TV-14,2018-04-01,2018,4,Keith Malloy,,"Fishpeople | In this exploration of the life-changing power of the ocean, six people from very different backgrounds find purpose and meaning in the sea. | Documentaries|Sports Movies | Keith Malloy | Unknown"
Fishtail,s6763,Movie,2015,United States,Documentaries,NR,2018-10-01,2018,10,Andrew Renzi,Harry Dean Stanton,Fishtail | Harry Dean Stanton narrates this documentary that follows two modern-day cowboys as they welcome new calves at Montana's Fishtail Basin Ranch. | Documentaries | Andrew Renzi | Harry Dean Stanton | United States
Fit for Fashion,s6764,Tv Show,2015,Unknown,International TV Shows|Reality TV,TV-14,2018-12-14,2018,12,,Louise Roe,"Fit for Fashion | In this reality series, physique meets fashion as contestants compete in challenges to transform both body and image for the grand prize of $100,000. | International TV Shows|Reality TV | Louise Roe | Unknown"
Fittest in Dubai,s6765,Movie,2019,United Arab Emirates,Documentaries|International Movies|Sports Movies,TV-14,2020-04-15,2020,4,Gerry Blaksley,,Fittest in Dubai | Top athletes from around the globe test their fitness in a four-day competition at the first-ever CrossFit Sanctional event. Let the games begin. | Documentaries|International Movies|Sports Movies | Gerry Blaksley | United Arab Emirates
Five Elements Ninjas,s6766,Movie,1982,Hong Kong,Action & Adventure|International Movies,R,2019-09-17,2019,9,Cheh Chang,Tien-chi Cheng,"Five Elements Ninjas | When five ninjas whose fighting styles are based on natural elements unleash their fury on a rival school, a lone survivor vows deadly revenge. | Action & Adventure|International Movies | Cheh Chang | Tien-chi Cheng | Hong Kong"
Fix It and Finish It,s6767,Tv Show,2014,United States,Reality TV,TV-G,2018-07-20,2018,7,,Antonio Sabato Jr.,"Fix It and Finish It | A team of skilled contractors and designers hosted by Antonio Sabato Jr. renovates houses, cabins and even RVs, transforming properties in one day. | Reality TV | Antonio Sabato Jr. | United States"
Flash of Genius,s6768,Movie,2008,Canada,Dramas,PG-13,2017-01-16,2017,1,Marc Abraham,Greg Kinnear,Flash of Genius | A college professor goes up against the giants of the auto industry when they fail to give him credit for inventing intermittent windshield wipers. | Dramas | Marc Abraham | Greg Kinnear | Canada
Flimflam,s6769,Movie,2016,Egypt,Comedies|International Movies,TV-14,2019-06-13,2019,6,Khaled Marei,Ahmed Helmy,"Flimflam | Nosy family in tow, a fun-loving bachelor goes on a romantic getaway, but he ends up pretending to be married to a complete stranger to avoid trouble. | Comedies|International Movies | Khaled Marei | Ahmed Helmy | Egypt"
Flock of Four,s6770,Movie,2018,United States,Dramas|Independent Movies|Music & Musicals,TV-MA,2018-08-01,2018,8,Gregory Caruso,Braeden Lemasters,"Flock of Four | One night in 1959, four young musicians venture from Pasadena to South-Central Los Angeles in the hopes of hearing a living jazz legend play. | Dramas|Independent Movies|Music & Musicals | Gregory Caruso | Braeden Lemasters | United States"
Flowering Heart,s6771,Tv Show,2016,South Korea,Kids' TV|Korean TV Shows,TV-Y7,2019-07-01,2019,7,,Choi Da-in,"Flowering Heart | An ordinary student, who forms an advice club with her friends to help others, gains special powers after a mysterious encounter. | Kids' TV|Korean TV Shows | Choi Da-in | South Korea"
